id,telegram,type,date,author,caption,keywords,filename
1728,https://t.me/jotchuacontent/1728,photo,2026-08-26 05:09:32,Oowee,Jotchua's face on a Rubik's cube,"rubiks, puzzle, cube",photo_1728_0.jpg
1727,https://t.me/jotchuacontent/1727,photo,2026-08-25 18:39:58,Kade,Jotchua screaming with mouth wide open,"screaming, shocked, yelling",photo_1727_0.jpg
1726,https://t.me/jotchuacontent/1726,photo,2026-08-25 14:40:36,t̴e̷a̸r̴s̷,Jotchua in a white graphic t-shirt outdoors,"t-shirt, staring, chill",photo_1726_0.jpg
1725,https://t.me/jotchuacontent/1725,photo,2026-08-25 14:40:22,t̴e̷a̸r̴s̷,Jotchua in a blue t-shirt staring ahead,"t-shirt, staring, chill",photo_1725_0.jpg
1724,https://t.me/jotchuacontent/1724,photo,2026-08-25 14:40:21,t̴e̷a̸r̴s̷,Jotchua shopping the aisle at Petco,"shopping, store, petco",photo_1724_0.jpg
1723,https://t.me/jotchuacontent/1723,photo,2026-08-25 14:40:20,t̴e̷a̸r̴s̷,Jotchua working at PetSmart in a blue polo,"petsmart, work, nametag",photo_1723_0.jpg
1722,https://t.me/jotchuacontent/1722,photo,2026-08-25 14:40:19,t̴e̷a̸r̴s̷,Jotchua on a Pedigree chicken gravy pouch,"food, chicken, treats",photo_1722_0.jpg
1721,https://t.me/jotchuacontent/1721,photo,2026-08-25 13:36:03,Oowee,Jotchua holding a Chuckit ball in the grass,"ball, fetch, playing",photo_1721_0.jpg
1720,https://t.me/jotchuacontent/1720,photo,2026-08-25 13:30:02,Oowee,Jotchua holding a red Kong toy in his mouth,"kong, toy, chewing",photo_1720_0.jpg
1719,https://t.me/jotchuacontent/1719,photo,2026-08-25 12:00:49,Oowee,Jotchua sitting next to a Chewy delivery box,"chewy, box, delivery",photo_1719_0.jpg
1718,https://t.me/jotchuacontent/1718,photo,2026-08-25 11:45:20,Oowee,Jotchua on a Milk-Bone treats box,"treats, milk-bone, box",photo_1718_0.jpg
1717,https://t.me/jotchuacontent/1717,photo,2026-08-25 10:52:51,Oowee,Jotchua floating in a rainbow space swirl,"rainbow, trippy, space",photo_1717_0.jpg
1716,https://t.me/jotchuacontent/1716,photo,2026-08-25 10:46:09,Oowee,Jotchua in boxers smoking a cigar at home,"cigar, boxers, chill",photo_1716_0.jpg
1715,https://t.me/jotchuacontent/1715,photo,2026-08-25 08:57:05,Kade,Jotchua working the counter at McDonald's,"mcdonalds, cashier, work",photo_1715_0.jpg
1714,https://t.me/jotchuacontent/1714,photo,2026-08-25 07:28:58,Kade,Jotchua with a pink bow among cherry blossoms,"bow, cute, pink",photo_1714_0.jpg
1713,https://t.me/jotchuacontent/1713,photo,2026-08-25 05:24:11,Kade,"Spartan Jotchua with spear, shield, and helmet","warrior, spartan, helmet",photo_1713_0.jpg
1712,https://t.me/jotchuacontent/1712,photo,2026-08-25 00:30:26,Kade,Jotchua racing a NASCAR car in victory lane,"nascar, racing, driving",photo_1712_0.jpg
1711,https://t.me/jotchuacontent/1711,photo,2026-08-24 21:48:44,Titus,Captain America Jotchua saying on your left,"captain-america, superhero, salute",photo_1711_0.jpg
1710,https://t.me/jotchuacontent/1710,photo,2026-08-24 17:07:21,Kade,Jotchua in a Nike headband holding Gatorade,"gatorade, gym, nike",photo_1710_0.jpg
1708,https://t.me/jotchuacontent/1708,photo,2026-08-23 22:48:31,Titus,Secret service Jotchua saying don't give me that look,"side-eye, spy, staring",photo_1708_0.jpg
1707,https://t.me/jotchuacontent/1707,photo,2026-08-23 22:02:27,Shravan Anand,Peaky Blinders Jotchua walking through fire and smoke,"gangster, walking, fire",photo_1707_0.jpg
1706,https://t.me/jotchuacontent/1706,photo,2026-08-23 21:28:30,Zenith,Jotchua in a cardboard box with two smiling men,"box, surprise, gift",photo_1706_0.jpg
1705,https://t.me/jotchuacontent/1705,photo,2026-08-23 21:16:24,Titus,Jotchua peeking from a green barrel cabin,"peeking, door, hide",photo_1705_0.jpg
1704,https://t.me/jotchuacontent/1704,photo,2026-08-23 21:15:13,Titus,Jotchua swimming in a resort pool,"swimming, pool, vacation",photo_1704_0.jpg
1703,https://t.me/jotchuacontent/1703,photo,2026-08-23 21:09:07,Zenith,Jotchua reaching out against a purple galaxy sky,"galaxy, reaching, hug",photo_1703_0.jpg
1702,https://t.me/jotchuacontent/1702,photo,2026-08-23 21:09:07,Zenith,Jotchua in a frog costume waving both paws,"frog, costume, waving",photo_1702_0.jpg
1701,https://t.me/jotchuacontent/1701,photo,2026-08-23 17:04:49,Oowee,Jotchua in a blue hoodie throwing cash,"money, hoodie, sunglasses",photo_1701_0.jpg
1700,https://t.me/jotchuacontent/1700,photo,2026-08-23 17:02:25,Oowee,Jotchua hugging huge stacks of cash,"money, rich, stacks",photo_1700_0.jpg
1699,https://t.me/jotchuacontent/1699,photo,2026-08-23 16:50:04,Oowee,Jotchua in a black beanie and green glasses,"beanie, glasses, nerd",photo_1699_0.jpg
1698,https://t.me/jotchuacontent/1698,photo,2026-08-23 16:43:52,Oowee,Jotchua racing a speedboat across the ocean,"boat, speed, ocean",photo_1698_0.jpg
1697,https://t.me/jotchuacontent/1697,photo,2026-08-23 16:37:36,Oowee,Nun Jotchua eating birthday cake by a TV,"nun, birthday, cake",photo_1697_0.jpg
1696,https://t.me/jotchuacontent/1696,photo,2026-08-23 16:02:28,Oowee,Jotchua at a casino table with whiskey and cards,"casino, gambling, whiskey",photo_1696_0.jpg
1695,https://t.me/jotchuacontent/1695,photo,2026-08-23 15:51:34,Oowee,Jotchua driving a vintage car along the coast,"driving, coast, luxury",photo_1695_0.jpg
1694,https://t.me/jotchuacontent/1694,photo,2026-08-23 07:24:16,Oowee,Chef Jotchua making woofles with eggs and bacon,"cooking, chef, waffles",photo_1694_0.jpg
1693,https://t.me/jotchuacontent/1693,photo,2026-08-23 06:47:47,t̴e̷a̸r̴s̷,Jotchua in a blonde combover and blue suit,"trump, suit, president",photo_1693_0.jpg
1692,https://t.me/jotchuacontent/1692,photo,2026-08-23 05:05:34,shanks,Ninja Jotchua adjusting his gloves and scarf,"ninja, kakashi, gloves",photo_1692_0.jpg
1691,https://t.me/jotchuacontent/1691,photo,2026-08-23 00:47:52,Dubi🇨🇭,Jotchua reporting the news with both hands up,"news, tv, shocked",photo_1691_0.jpg
1690,https://t.me/jotchuacontent/1690,photo,2026-08-22 21:49:24,Dubi🇨🇭,Jotchua placing a note in the Western Wall,"praying, wall, kippah",photo_1690_0.jpg
1689,https://t.me/jotchuacontent/1689,photo,2026-08-21 23:33:37,t̴e̷a̸r̴s̷,Jotchua wearing a black Tool band shirt,"tool, band, shirt",photo_1689_0.jpg
1688,https://t.me/jotchuacontent/1688,photo,2026-08-21 14:55:33,Oowee,Jotchua in a white shirt sipping wine,"wine, drinking, gentleman",photo_1688_0.jpg
1687,https://t.me/jotchuacontent/1687,photo,2026-08-21 14:49:59,Oowee,Jotchua in a suit and rainbow sunglasses at a diner,"sunglasses, suit, diner",photo_1687_0.jpg
1686,https://t.me/jotchuacontent/1686,photo,2026-08-21 14:30:51,Oowee,Jotchua pointing a gun at a fire hydrant,"gun, hydrant, pointing",photo_1686_0.jpg
1685,https://t.me/jotchuacontent/1685,photo,2026-08-21 14:20:08,Oowee,Jotchua at a computer under a green light beam,"computer, hacking, matrix",photo_1685_0.jpg
1683,https://t.me/jotchuacontent/1683,photo,2026-08-21 02:08:16,Dubi🇨🇭,Jotchua standing on the dash while friends drive,"driving, car, dashboard",photo_1683_0.jpg
1681,https://t.me/jotchuacontent/1681,photo,2026-08-20 11:54:12,t̴e̷a̸r̴s̷,Jotchua wearing a black Korn band shirt,"korn, band, shirt",photo_1681_0.jpg
1680,https://t.me/jotchuacontent/1680,photo,2026-08-20 11:54:11,t̴e̷a̸r̴s̷,Jotchua wearing a Sonic Youth band shirt,"sonic-youth, band, shirt",photo_1680_0.jpg
1679,https://t.me/jotchuacontent/1679,photo,2026-08-20 11:54:10,t̴e̷a̸r̴s̷,Jotchua wearing a The Police band shirt,"the-police, band, shirt",photo_1679_0.jpg
1678,https://t.me/jotchuacontent/1678,photo,2026-08-20 11:53:53,t̴e̷a̸r̴s̷,Jotchua wearing a Lakers number 8 jersey,"lakers, basketball, jersey",photo_1678_0.jpg
1677,https://t.me/jotchuacontent/1677,photo,2026-08-20 11:53:52,t̴e̷a̸r̴s̷,Jotchua wearing a Bulls number 23 jersey,"bulls, basketball, jersey",photo_1677_0.jpg
1676,https://t.me/jotchuacontent/1676,photo,2026-08-20 09:18:42,t̴e̷a̸r̴s̷,Jotchua in headphones and a Metallica shirt,"headphones, metallica, listening",photo_1676_0.jpg
1675,https://t.me/jotchuacontent/1675,photo,2026-08-20 00:28:43,Zenith,Jotchua in a black cloak before a wall of fire,"fire, cloak, vendetta",photo_1675_0.jpg
1674,https://t.me/jotchuacontent/1674,photo,2026-08-19 19:26:17,Dubi🇨🇭,Jotchua in a purple robe with coffee and a smoke,"coffee, smoking, robe",photo_1674_0.jpg
1673,https://t.me/jotchuacontent/1673,photo,2026-08-19 14:53:57,Oowee,Astronaut Jotchua trapped in a glowing wireframe cube,"astronaut, space, cube",photo_1673_0.jpg
1672,https://t.me/jotchuacontent/1672,photo,2026-08-19 10:56:34,Oowee,Jotchua peeking from a lime green race car,"racing, car, green",photo_1672_0.jpg
1671,https://t.me/jotchuacontent/1671,photo,2026-08-19 10:54:30,Oowee,Jotchua driving a white Porsche at night,"porsche, driving, night",photo_1671_0.jpg
1670,https://t.me/jotchuacontent/1670,photo,2026-08-18 23:18:07,Titus,Jotchua posing under the Petronas Twin Towers,"towers, night, travel",photo_1670_0.jpg
1668,https://t.me/jotchuacontent/1668,photo,2026-08-18 16:18:46,t̴e̷a̸r̴s̷,Jotchua wearing a white Supreme t-shirt,"supreme, shirt, hype",photo_1668_0.jpg
1667,https://t.me/jotchuacontent/1667,photo,2026-08-18 16:18:45,t̴e̷a̸r̴s̷,Jotchua in a Chrome Hearts camo hat,"chrome-hearts, hat, camo",photo_1667_0.jpg
1666,https://t.me/jotchuacontent/1666,photo,2026-08-18 15:49:40,t̴e̷a̸r̴s̷,Jotchua with emo bangs and a striped shirt,"emo, bangs, hoodie",photo_1666_0.jpg
1665,https://t.me/jotchuacontent/1665,photo,2026-08-18 15:44:13,t̴e̷a̸r̴s̷,Jotchua in a three-eyed alien hat and backpack,"alien, hat, backpack",photo_1665_0.jpg
1664,https://t.me/jotchuacontent/1664,photo,2026-08-18 15:44:12,t̴e̷a̸r̴s̷,Jotchua in a leopard print hoodie,"leopard, hoodie, fashion",photo_1664_0.jpg
1663,https://t.me/jotchuacontent/1663,photo,2026-08-18 15:44:11,t̴e̷a̸r̴s̷,Hobbit Jotchua in a cloak with a leaf brooch,"hobbit, cloak, fantasy",photo_1663_0.jpg
1662,https://t.me/jotchuacontent/1662,photo,2026-08-18 15:44:10,t̴e̷a̸r̴s̷,Jotchua in a McDonald's hat and work vest,"mcdonalds, worker, hat",photo_1662_0.jpg
1661,https://t.me/jotchuacontent/1661,photo,2026-08-18 15:44:09,t̴e̷a̸r̴s̷,Jotchua in a striped polo and gold chain,"polo, preppy, chain",photo_1661_0.jpg
1660,https://t.me/jotchuacontent/1660,photo,2026-08-18 15:44:06,t̴e̷a̸r̴s̷,Jotchua in a Red Sox jersey and cap,"baseball, jersey, cap",photo_1660_0.jpg
1659,https://t.me/jotchuacontent/1659,photo,2026-08-18 15:44:05,t̴e̷a̸r̴s̷,"Jotchua in a huge fedora, pearls, and track jacket","fedora, pearls, adidas",photo_1659_0.jpg
1658,https://t.me/jotchuacontent/1658,photo,2026-08-18 15:44:04,t̴e̷a̸r̴s̷,"Jotchua in a fedora, glasses, and tan jacket","indiana-jones, fedora, glasses",photo_1658_0.jpg
1657,https://t.me/jotchuacontent/1657,photo,2026-08-18 15:44:03,t̴e̷a̸r̴s̷,Jotchua with swirl hair and an atom shirt,"jimmy-neutron, hair, nerd",photo_1657_0.jpg
1656,https://t.me/jotchuacontent/1656,photo,2026-08-18 15:44:03,t̴e̷a̸r̴s̷,Jotchua in a purple BAPE camo hoodie,"bape, hoodie, camo",photo_1656_0.jpg
1655,https://t.me/jotchuacontent/1655,photo,2026-08-18 15:44:02,t̴e̷a̸r̴s̷,"Cowboy Jotchua in a hat, bandana, and vest","cowboy, hat, bandana",photo_1655_0.jpg
1654,https://t.me/jotchuacontent/1654,photo,2026-08-18 07:02:46,Oowee,Wizard Jotchua stirring a glowing green cauldron,"wizard, cauldron, magic",photo_1654_0.jpg
1653,https://t.me/jotchuacontent/1653,photo,2026-08-17 22:28:59,Titus,Jotchua as a baby crawling on the floor,"baby, crawling, floor",photo_1653_0.jpg
1646,https://t.me/jotchuacontent/1646,photo,2026-08-15 23:43:01,Dubi🇨🇭,Fan wearing a Jotchua face t-shirt at dinner,"shirt, fan, dinner",photo_1646_0.jpg
1645,https://t.me/jotchuacontent/1645,photo,2026-08-15 16:04:45,shanks,Astronaut Jotchua floating in space by the moon,"astronaut, space, moon",photo_1645_0.jpg
1644,https://t.me/jotchuacontent/1644,photo,2026-08-15 16:04:35,shanks,Ninja Jotchua meditating before a glowing spirit bull,"ninja, meditating, bull",photo_1644_0.jpg
1643,https://t.me/jotchuacontent/1643,photo,2026-08-15 16:04:24,shanks,Jotchua as Spider-Man with a brown wig,"spider-man, wig, superhero",photo_1643_0.jpg
1641,https://t.me/jotchuacontent/1641,photo,2026-08-15 14:23:24,Titus,Jotchua carrying a bull with glowing green horns,"bull, carrying, strong",photo_1641_0.jpg
1640,https://t.me/jotchuacontent/1640,photo,2026-08-12 07:09:35,Indr4aura,Jotchua wearing a red and white keffiyeh,"keffiyeh, scarf, traditional",photo_1640_0.jpg
1637,https://t.me/jotchuacontent/1637,photo,2026-08-12 06:49:25,Kade,Gangster Jotchua in a pinstripe suit by a speakeasy,"gangster, suit, fedora",photo_1637_0.jpg
1636,https://t.me/jotchuacontent/1636,photo,2026-08-12 02:35:24,Titus,Five Jotchua clones crowd a striped shirt,"hydra, crowd, clones",photo_1636_0.jpg
1635,https://t.me/jotchuacontent/1635,photo,2026-08-12 02:33:36,Kade,Jotchua wears a paper bag mask in a suit,"paper-bag, mask, suit",photo_1635_0.jpg
1633,https://t.me/jotchuacontent/1633,photo,2026-08-12 01:24:37,Kade,Jotchua in a pink Hello Kitty hoodie,"hello-kitty, hoodie, cute",photo_1633_0.jpg
1632,https://t.me/jotchuacontent/1632,photo,2026-08-11 22:18:57,Titus,Jotchua gets tackled during a soccer match,"soccer, tackle, sports",photo_1632_0.jpg
1631,https://t.me/jotchuacontent/1631,photo,2026-08-11 21:34:55,Titus,Jotchua peeks out from a pile of laundry,"laundry, messy, hiding",photo_1631_0.jpg
1630,https://t.me/jotchuacontent/1630,photo,2026-08-11 21:34:55,Titus,Jotchua in a suit holds his head in stress,"stressed, suit, headache",photo_1630_0.jpg
1629,https://t.me/jotchuacontent/1629,photo,2026-08-11 17:23:18,Kade,Jotchua sits outdoors in sage green pajamas,"pajamas, cute, portrait",photo_1629_0.jpg
1628,https://t.me/jotchuacontent/1628,photo,2026-08-11 17:13:30,Kade,Jotchua in pajamas sips tea on a white chair,"tea, pajamas, cozy",photo_1628_0.jpg
1627,https://t.me/jotchuacontent/1627,photo,2026-08-11 03:25:21,Dubi🇨🇭,Buff Jotchua doctor hugs a giant log,"muscles, doctor, strong",photo_1627_0.jpg
1626,https://t.me/jotchuacontent/1626,photo,2026-08-10 12:20:43,Oowee,Jotchua in a baggy tee stands on a night street,"street, cap, chill",photo_1626_0.jpg
1625,https://t.me/jotchuacontent/1625,photo,2026-08-10 09:36:26,Oowee,Jotchua sits alone in a dark tunnel spotlight,"sad, lonely, spotlight",photo_1625_0.jpg
1624,https://t.me/jotchuacontent/1624,photo,2026-08-10 06:51:13,Kade,Jotchua throws up rock horns in a gaming chair,"rock-on, horns, metal",photo_1624_0.jpg
1623,https://t.me/jotchuacontent/1623,photo,2026-08-09 21:03:53,Kade,Jotchua as Bob Ross paints a mountain landscape,"bob-ross, painting, artist",photo_1623_0.jpg
1621,https://t.me/jotchuacontent/1621,photo,2026-08-09 20:35:24,Kade,Tiny Jotchua sits in a pair of cartoon hands,"tiny, cute, hands",photo_1621_0.jpg
1620,https://t.me/jotchuacontent/1620,photo,2026-08-09 20:16:34,Kade,Shirtless Jotchua poses on a snowy mountain peak,"yoga, mountain, flex",photo_1620_0.jpg
1619,https://t.me/jotchuacontent/1619,photo,2026-08-09 20:08:59,Titus,Jotchua in a penguin hoodie sits beside dessert,"penguin, dessert, hungry",photo_1619_0.jpg
1618,https://t.me/jotchuacontent/1618,photo,2026-08-09 20:08:41,Titus,Jotchua in suspenders plays a long alpine horn,"horn, music, suspenders",photo_1618_0.jpg
1617,https://t.me/jotchuacontent/1617,photo,2026-08-08 02:01:37,Oowee,Jotchua takes a mirror selfie in a hot-dog costume,"hot-dog, selfie, costume",photo_1617_0.jpg
1616,https://t.me/jotchuacontent/1616,photo,2026-08-07 06:45:08,peacefuldestroy,Jotchua army fills a fake history documentary thumbnail,"history, army, youtube",photo_1616_0.jpg
1615,https://t.me/jotchuacontent/1615,photo,2026-08-07 02:41:33,Shravan Anand,Jotchua in a brown suit checks his watch in a field,"suit, waiting, watch",photo_1615_0.jpg
1614,https://t.me/jotchuacontent/1614,video,2026-08-07 01:34:27,peacefuldestroy,Jotchua wakes up stretching then pours soda,"waking-up, stretching, soda",1614_IMG_0303.MP4
1613,https://t.me/jotchuacontent/1613,video,2026-08-07 01:34:26,peacefuldestroy,Jotchua walks into a castle hall of portraits,"castle, gallery, portraits",1613_IMG_0302.MP4
1612,https://t.me/jotchuacontent/1612,video,2026-08-07 01:34:08,peacefuldestroy,Jotchua watches creepy TV then gets pill eyes,"tv, horror, pill",1612_IMG_0322.MP4
1611,https://t.me/jotchuacontent/1611,photo,2026-08-07 01:34:00,peacefuldestroy,Jotchua stands on a glowing orb under a green beam,"laser, mountain, beam",photo_1611_0.jpg
1610,https://t.me/jotchuacontent/1610,photo,2026-08-06 20:07:18,Titus,Jotchua in plaid sarcastically says happy for you,"sarcastic, smug, plaid",photo_1610_0.jpg
1608,https://t.me/jotchuacontent/1608,photo,2026-08-06 09:10:23,3Dogs,Jotchua points at a chart and says buy and hold,"chart, pointing, stocks",photo_1608_0.jpg
1607,https://t.me/jotchuacontent/1607,photo,2026-08-06 09:10:22,3Dogs,Jotchua winks in a black ski mask,"ski-mask, wink, sneaky",photo_1607_0.jpg
1606,https://t.me/jotchuacontent/1606,photo,2026-08-06 09:10:21,3Dogs,Jotchua dressed as Ricky Bobby in a racing suit,"racing, nascar, driver",photo_1606_0.jpg
1605,https://t.me/jotchuacontent/1605,photo,2026-08-06 09:10:21,3Dogs,Jotchua at a press conference says Jotch not finished,"interview, nba, speech",photo_1605_0.jpg
1604,https://t.me/jotchuacontent/1604,photo,2026-08-06 09:10:20,3Dogs,Jotchua flashes a diamond grill and iced-out watch,"grillz, bling, rapper",photo_1604_0.jpg
1603,https://t.me/jotchuacontent/1603,photo,2026-08-06 09:10:19,3Dogs,Drake format Jotchua prefers cult over community,"drake, cult, prefer",photo_1603_0.jpg
1600,https://t.me/jotchuacontent/1600,photo,2026-08-06 09:10:17,3Dogs,Jotchua Libre soars in a red lucha cape,"wrestling, cape, hero",photo_1600_0.jpg
1599,https://t.me/jotchuacontent/1599,photo,2026-08-06 09:10:17,3Dogs,Cupid Jotchua flies with a bow and arrow,"cupid, love, arrow",photo_1599_0.jpg
1593,https://t.me/jotchuacontent/1593,photo,2026-08-06 09:10:14,3Dogs,Jotchua stars on The Jotchank Redemption DVD cover,"prison, movie, dvd",photo_1593_0.jpg
1591,https://t.me/jotchuacontent/1591,photo,2026-08-06 09:10:13,3Dogs,The Jotchfather raises a finger in a tuxedo,"godfather, mafia, tuxedo",photo_1591_0.jpg
1590,https://t.me/jotchuacontent/1590,photo,2026-08-06 09:10:13,3Dogs,Jotchua glows with purple lightning from his paws,"superpower, glowing, magic",photo_1590_0.jpg
1588,https://t.me/jotchuacontent/1588,photo,2026-08-06 09:10:12,3Dogs,Jotchua grins wide showing every tooth,"grin, creepy, teeth",photo_1588_0.jpg
1587,https://t.me/jotchuacontent/1587,photo,2026-08-06 09:10:11,3Dogs,Doctor Jotchua diagnoses a severe case of no Jotchua,"doctor, hospital, sick",photo_1587_0.jpg
